Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
5/17/2021,5/17/2021,5/19/2021,ABNB,Airbnb,Buy,0,$1 ,$10 ,N
5/17/2021,5/17/2021,5/17/2021,,Crypto Money Movement,COIN,4,$9 ,$54 ,N
5/17/2021,5/17/2021,5/17/2021,,Crypto Money Movement,COIN,12,$9 ,$81 ,N
5/17/2021,5/17/2021,5/17/2021,,Crypto Money Movement,COIN,11,$3 ,$18 ,N
5/14/2021,5/14/2021,5/14/2021,,Crypto Money Movement,COIN,1,$1 ,$4 ,N
5/14/2021,5/14/2021,5/14/2021,,Crypto Money Movement,COIN,9,$10 ,$70 ,N
5/14/2021,5/14/2021,5/18/2021,BABA,Alibaba,Buy,14,$9 ,($90),N
5/13/2021,5/13/2021,5/17/2021,ABNB,Airbnb,Buy,2,$6 ,($36),N
5/13/2021,5/13/2021,5/17/2021,ABNB,Airbnb,Buy,6,$4 ,$20 ,N
5/12/2021,5/12/2021,5/12/2021,BABA,ADR Fee: R/D 2021-03-31 P/D 2021-05-12 - 17.342747 shares at 0.02,AFEE,4,$5 ,$5 ,N
5/11/2021,5/11/2021,5/13/2021,ABNB,Airbnb,Buy,4,$1 ,($2),N
5/10/2021,5/10/2021,5/12/2021,BYND,Beyond Meat,Buy,15,$2 ,$14 ,N
5/10/2021,5/10/2021,5/12/2021,ABNB,Airbnb,Buy,14,$2 ,$20 ,N
5/6/2021,5/6/2021,5/10/2021,ABNB,Airbnb,Buy,-1,$1 ,($10),N
5/5/2021,5/5/2021,5/7/2021,BABA,Alibaba,Buy,15,$9 ,$72 ,N
5/4/2021,5/4/2021,5/6/2021,ABNB,Airbnb,Buy,14,$8 ,($32),N
5/4/2021,5/4/2021,5/6/2021,BYND,Beyond Meat,Buy,3,$4 ,$12 ,N
4/30/2021,4/30/2021,4/30/2021,,Interest Payment,INT,14,$9 ,$72 ,N
4/20/2021,4/20/2021,4/22/2021,ABNB,Airbnb,Buy,4,$8 ,$48 ,N
4/7/2021,4/7/2021,4/9/2021,CCL,Carnival,Sell,8,$6 ,$18 ,N
4/6/2021,4/6/2021,4/8/2021,ABNB,Airbnb,Buy,8,$5 ,$50 ,N
4/1/2021,4/1/2021,4/1/2021,,ACH Deposit,ACH,9,$8 ,($32),N
3/31/2021,3/31/2021,3/31/2021,,Interest Payment,INT,11,$10 ,$0 ,N
3/31/2021,3/31/2021,4/5/2021,BABA,Alibaba,Buy,3,$10 ,$10 ,N
3/31/2021,3/31/2021,4/5/2021,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,12,$10 ,$20 ,N
3/30/2021,3/30/2021,3/30/2021,NOBL,Cash Div: R/D 2021-03-24 P/D 2021-03-30 - 19 shares at 0.376026,CDIV,-1,$3 ,($3),N
3/30/2021,3/30/2021,4/1/2021,TGT,Target,Sell,3,$4 ,$40 ,N
3/30/2021,3/30/2021,4/1/2021,TGT,Target,Sell,6,$4 ,$32 ,N
3/30/2021,3/30/2021,4/1/2021,TGT,Target,Sell,12,$2 ,($10),N
3/26/2021,3/26/2021,3/26/2021,,Interest Payment,INT,8,$8 ,($56),N
3/26/2021,3/26/2021,3/30/2021,TGT,Target,Sell,1,$8 ,$16 ,N
3/26/2021,3/26/2021,3/30/2021,HD,Home Depot,Buy,2,$1 ,($5),N
3/26/2021,3/26/2021,3/30/2021,VXUS,Vanguard Total International Stock ETF,Buy,12,$2 ,$16 ,N
3/26/2021,3/26/2021,3/30/2021,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,-1,$9 ,$63 ,N
3/25/2021,3/25/2021,3/25/2021,SPYG,Cash Div: R/D 2021-03-23 P/D 2021-03-25 - 170 shares at 0.114768,CDIV,6,$1 ,$2 ,N
3/25/2021,3/25/2021,3/25/2021,VXUS,Cash Div: R/D 2021-03-23 P/D 2021-03-25 - 2 shares at 0.1553,CDIV,3,$7 ,($21),N
3/25/2021,3/25/2021,3/25/2021,HD,Cash Div: R/D 2021-03-11 P/D 2021-03-25 - 6.740932 shares at 1.65,CDIV,5,$3 ,($3),N
3/24/2021,3/24/2021,3/26/2021,HD,Home Depot,Sell,12,$4 ,$36 ,N
3/24/2021,3/24/2021,3/26/2021,DIS,Disney,Sell,15,$8 ,$24 ,N
3/17/2021,3/17/2021,3/19/2021,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,14,$1 ,($4),N
3/17/2021,3/17/2021,3/17/2021,,ACH Deposit,ACH,8,$3 ,$27 ,N
3/17/2021,3/17/2021,3/19/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,-1,$6 ,$48 ,N
3/16/2021,3/16/2021,3/18/2021,TSLA,Tesla,Buy,10,$2 ,$14 ,N
3/16/2021,3/16/2021,3/18/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,0,$6 ,$60 ,N
3/16/2021,3/16/2021,3/18/2021,BABA,Alibaba,Buy,13,$10 ,$90 ,N
3/16/2021,3/16/2021,3/18/2021,TGT,Target,Buy,1,$9 ,$0 ,N
3/16/2021,3/16/2021,3/18/2021,HD,Home Depot,Buy,15,$4 ,$8 ,N
3/16/2021,3/16/2021,3/18/2021,ARKG,ARK Genomic Revolution ETF,Buy,2,$7 ,($21),N
3/16/2021,3/16/2021,3/18/2021,ABNB,Airbnb,Buy,5,$9 ,($18),N
3/15/2021,3/15/2021,3/17/2021,RCL,Royal Caribbean Group,Sell,12,$1 ,($4),N
3/12/2021,3/12/2021,3/16/2021,BA,Boeing,Sell,6,$7 ,$63 ,N
3/12/2021,3/12/2021,3/16/2021,VXUS,Vanguard Total International Stock ETF,Sell,11,$10 ,($40),N
3/12/2021,3/12/2021,3/16/2021,RCL,Royal Caribbean Group,Sell,5,$8 ,$64 ,N
3/12/2021,3/12/2021,3/16/2021,CCL,Carnival,Sell,0,$5 ,$25 ,N
3/12/2021,3/12/2021,3/16/2021,CCL,Carnival,Sell,8,$10 ,($10),N
3/11/2021,3/11/2021,3/15/2021,QQQ,Invesco QQQ,Sell,8,$8 ,($56),N
3/11/2021,3/11/2021,3/15/2021,AMZN,Amazon,Sell,9,$4 ,($12),N
3/11/2021,3/11/2021,3/15/2021,ANSS,ANSYS,Buy,14,$3 ,$24 ,N
3/11/2021,3/11/2021,3/15/2021,TGT,Target,Buy,8,$2 ,$6 ,N
3/10/2021,3/10/2021,3/10/2021,TGT,Cash Div: R/D 2021-02-17 P/D 2021-03-10 - 11.835972 shares at 0.68,CDIV,10,$9 ,($9),N
3/8/2021,3/8/2021,3/10/2021,ABNB,Airbnb,Buy,15,$2 ,$16 ,N
3/2/2021,3/2/2021,3/4/2021,ARKK,ARK Innovation ETF,Buy,10,$6 ,$60 ,N
3/2/2021,3/2/2021,3/4/2021,TSLA,Tesla,Buy,3,$2 ,($2),N
3/2/2021,3/2/2021,3/4/2021,BABA,Alibaba,Buy,14,$7 ,$35 ,N
3/2/2021,3/2/2021,3/4/2021,HD,Home Depot,Buy,4,$8 ,($64),N
3/2/2021,3/2/2021,3/4/2021,TGT,Target,Buy,15,$3 ,$9 ,N
3/2/2021,3/2/2021,3/4/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,9,$1 ,$1 ,N
3/2/2021,3/2/2021,3/4/2021,ARKG,ARK Genomic Revolution ETF,Buy,1,$7 ,($14),N
3/2/2021,3/2/2021,3/4/2021,CCL,Carnival,Sell,4,$8 ,$48 ,N
3/2/2021,3/2/2021,3/4/2021,RCL,Royal Caribbean Group,Sell,7,$7 ,$0 ,N
3/1/2021,3/1/2021,3/1/2021,,ACH Deposit,ACH,3,$9 ,($9),N
2/26/2021,2/26/2021,2/26/2021,,Interest Payment,INT,10,$1 ,$10 ,N
2/25/2021,2/25/2021,3/1/2021,ABNB,Airbnb,Buy,5,$4 ,$40 ,N
2/16/2021,2/16/2021,2/18/2021,BABA,Alibaba,Buy,9,$10 ,$70 ,N
2/16/2021,2/16/2021,2/18/2021,ARKK,ARK Innovation ETF,Buy,0,$2 ,$14 ,N
2/16/2021,2/16/2021,2/18/2021,TSLA,Tesla,Buy,4,$8 ,($80),N
2/16/2021,2/16/2021,2/18/2021,HD,Home Depot,Buy,2,$9 ,($90),N
2/16/2021,2/16/2021,2/18/2021,TGT,Target,Buy,12,$1 ,($6),N
2/16/2021,2/16/2021,2/18/2021,ARKG,ARK Genomic Revolution ETF,Buy,7,$3 ,$27 ,N
2/16/2021,2/16/2021,2/18/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,0,$6 ,$24 ,N
2/2/2021,2/2/2021,2/4/2021,TSLA,Tesla,Buy,13,$9 ,($27),N
2/2/2021,2/2/2021,2/4/2021,BABA,Alibaba,Buy,7,$2 ,($16),N
2/2/2021,2/2/2021,2/4/2021,TGT,Target,Buy,5,$5 ,$45 ,N
2/2/2021,2/2/2021,2/4/2021,ARKK,ARK Innovation ETF,Buy,9,$6 ,$36 ,N
2/2/2021,2/2/2021,2/4/2021,ARKG,ARK Genomic Revolution ETF,Buy,-1,$6 ,($12),N
2/2/2021,2/2/2021,2/4/2021,HD,Home Depot,Buy,7,$2 ,$8 ,N
2/2/2021,2/2/2021,2/4/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,14,$8 ,$40 ,N
2/1/2021,2/1/2021,2/1/2021,,ACH Deposit,ACH,6,$4 ,($12),N
1/29/2021,1/29/2021,1/29/2021,,Interest Payment,INT,13,$3 ,$21 ,N
1/19/2021,1/19/2021,1/21/2021,BABA,Alibaba,Buy,11,$10 ,$40 ,N
1/19/2021,1/19/2021,1/21/2021,ARKK,ARK Innovation ETF,Buy,7,$9 ,($18),N
1/19/2021,1/19/2021,1/21/2021,TSLA,Tesla,Buy,4,$5 ,($50),N
1/19/2021,1/19/2021,1/21/2021,HD,Home Depot,Buy,15,$4 ,($36),N
1/19/2021,1/19/2021,1/21/2021,ARKG,ARK Genomic Revolution ETF,Buy,7,$4 ,($40),N
1/19/2021,1/19/2021,1/21/2021,TGT,Target,Buy,12,$9 ,$63 ,N
1/19/2021,1/19/2021,1/21/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,4,$2 ,$8 ,N
1/5/2021,1/5/2021,1/7/2021,TSLA,Tesla,Buy,3,$2 ,($18),N
1/5/2021,1/5/2021,1/7/2021,ARKG,ARK Genomic Revolution ETF,Buy,2,$8 ,$0 ,N
1/5/2021,1/5/2021,1/7/2021,ARKK,ARK Innovation ETF,Buy,12,$2 ,$2 ,N
1/5/2021,1/5/2021,1/7/2021,TGT,Target,Buy,9,$10 ,($60),N
1/5/2021,1/5/2021,1/7/2021,HD,Home Depot,Buy,1,$1 ,$5 ,N
1/5/2021,1/5/2021,1/7/2021,ESPO,VanEck Video Gaming and eSports ETF,Buy,12,$1 ,($9),N
1/5/2021,1/5/2021,1/7/2021,BABA,Alibaba,Buy,13,$6 ,$18 ,N
1/4/2021,1/4/2021,1/4/2021,,ACH Deposit,ACH,5,$3 ,($9),N
12/31/2020,12/31/2020,12/31/2020,NOBL,Cash Div: R/D 2020-12-24 P/D 2020-12-31 - 7 shares at 0.534768,CDIV,5,$1 ,($6),N
12/31/2020,12/31/2020,12/31/2020,ARKG,Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 14.60088 shares at 0.36456,LCAP,5,$10 ,($100),N
12/31/2020,12/31/2020,12/31/2020,ARKG,Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 14.60088 shares at 0.42557,SCAP,2,$1 ,$7 ,N
12/31/2020,12/31/2020,12/31/2020,QQQ,Cash Div: R/D 2020-12-22 P/D 2020-12-31 - 5 shares at 0.56133,CDIV,14,$1 ,$3 ,N
12/31/2020,12/31/2020,12/31/2020,ARKK,Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 1.782438 shares at 0.41657,LCAP,11,$1 ,($3),N
12/31/2020,12/31/2020,12/31/2020,ARKK,Cap Gains: R/D 2020-12-30 P/D 2020-12-31 - 1.782438 shares at 1.62774,SCAP,4,$2 ,$6 ,N
12/31/2020,12/31/2020,12/31/2020,,Interest Payment,INT,9,$6 ,($12),N
12/29/2020,12/29/2020,12/31/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,11,$7 ,$14 ,N
12/29/2020,12/29/2020,12/31/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Sell,1,$1 ,$0 ,N
12/29/2020,12/29/2020,12/31/2020,TSLA,Tesla,Buy,12,$8 ,($56),N
12/29/2020,12/29/2020,12/31/2020,TSLA,Tesla,Sell,10,$2 ,$10 ,N
12/28/2020,12/28/2020,12/28/2020,ESPO,Cash Div: R/D 2020-12-22 P/D 2020-12-28 - 8.47048 shares at 0.0849,CDIV,4,$3 ,($21),N
12/28/2020,12/28/2020,12/30/2020,BABA,Alibaba,Buy,14,$4 ,($20),N
12/24/2020,12/24/2020,12/24/2020,SPYG,Cash Div: R/D 2020-12-22 P/D 2020-12-24 - 170 shares at 0.131055,CDIV,7,$9 ,($72),N
12/24/2020,12/24/2020,12/24/2020,VXUS,Cash Div: R/D 2020-12-22 P/D 2020-12-24 - 20 shares at 0.5903,CDIV,8,$10 ,($70),N
12/23/2020,12/23/2020,12/28/2020,TSLA,Tesla,Buy,13,$9 ,$27 ,N
12/22/2020,12/22/2020,12/24/2020,TGT,Target,Buy,2,$3 ,($3),N
12/22/2020,12/22/2020,12/24/2020,ARKG,ARK Genomic Revolution ETF,Buy,4,$1 ,($4),N
12/22/2020,12/22/2020,12/24/2020,ESPO,VanEck Video Gaming and eSports ETF,Buy,9,$9 ,($81),N
12/22/2020,12/22/2020,12/24/2020,HD,Home Depot,Buy,6,$8 ,$0 ,N
12/22/2020,12/22/2020,12/24/2020,ARKK,ARK Innovation ETF,Buy,9,$2 ,$14 ,N
12/22/2020,12/22/2020,12/24/2020,BABA,Alibaba,Buy,9,$8 ,$80 ,N
12/21/2020,12/21/2020,12/23/2020,AMZN,Amazon,Buy,14,$1 ,$2 ,N
12/21/2020,12/21/2020,12/23/2020,ESPO,VanEck Video Gaming and eSports ETF,Buy,5,$10 ,$30 ,N
12/17/2020,12/17/2020,12/17/2020,HD,Cash Div: R/D 2020-12-03 P/D 2020-12-17 - 6.090906 shares at 1.5,CDIV,10,$6 ,$54 ,N
12/10/2020,12/10/2020,12/10/2020,TGT,Cash Div: R/D 2020-11-18 P/D 2020-12-10 - 11 shares at 0.68,CDIV,2,$10 ,$60 ,N
12/10/2020,12/10/2020,12/10/2020,MSFT,Cash Div: R/D 2020-11-19 P/D 2020-12-10 - 2 shares at 0.56,CDIV,9,$2 ,$18 ,N
12/10/2020,12/10/2020,12/10/2020,,ACH Deposit,ACH,14,$10 ,$90 ,N
12/8/2020,12/8/2020,12/10/2020,ESPO,VanEck Video Gaming and eSports ETF,Buy,11,$5 ,($35),N
12/8/2020,12/8/2020,12/10/2020,ARKG,ARK Genomic Revolution ETF,Buy,3,$2 ,($10),N
12/8/2020,12/8/2020,12/10/2020,TSLA,Tesla,Buy,7,$3 ,($24),N
12/8/2020,12/8/2020,12/10/2020,ARKK,ARK Innovation ETF,Buy,14,$4 ,($40),N
12/8/2020,12/8/2020,12/10/2020,BABA,Alibaba,Buy,9,$8 ,$40 ,N
12/8/2020,12/8/2020,12/10/2020,HD,Home Depot,Buy,12,$1 ,($6),N
12/8/2020,12/8/2020,12/10/2020,TGT,Target,Buy,5,$4 ,$20 ,N
12/1/2020,12/1/2020,12/1/2020,,ACH Deposit,ACH,1,$9 ,($72),N
11/30/2020,11/30/2020,11/30/2020,,Interest Payment,INT,12,$1 ,($7),N
11/30/2020,11/30/2020,12/2/2020,AMZN,Amazon,Buy,1,$3 ,$3 ,N
11/27/2020,11/27/2020,12/1/2020,ESPO,VanEck Video Gaming and eSports ETF,Buy,4,$4 ,($4),N
11/27/2020,11/27/2020,12/1/2020,MSFT,Microsoft,Sell,4,$8 ,$8 ,N
11/24/2020,11/24/2020,11/27/2020,ARKG,ARK Genomic Revolution ETF,Buy,3,$8 ,$8 ,N
11/24/2020,11/24/2020,11/27/2020,TGT,Target,Buy,3,$3 ,($15),N
11/24/2020,11/24/2020,11/27/2020,TSLA,Tesla,Buy,4,$5 ,($40),N
11/24/2020,11/24/2020,11/27/2020,ARKK,ARK Innovation ETF,Buy,10,$4 ,($20),N
11/24/2020,11/24/2020,11/27/2020,HD,Home Depot,Buy,5,$4 ,$32 ,N
11/24/2020,11/24/2020,11/27/2020,BABA,Alibaba,Buy,-1,$9 ,$0 ,N
11/23/2020,11/23/2020,11/25/2020,AMZN,Amazon,Buy,9,$7 ,$42 ,N
11/17/2020,11/17/2020,11/19/2020,ARKG,ARK Genomic Revolution ETF,Buy,15,$4 ,$28 ,N
11/12/2020,11/12/2020,11/16/2020,BYND,Beyond Meat,Buy,7,$8 ,$56 ,N
11/10/2020,11/10/2020,11/13/2020,ARKK,ARK Innovation ETF,Buy,9,$4 ,$36 ,N
11/10/2020,11/10/2020,11/13/2020,BYND,Beyond Meat,Buy,12,$4 ,($24),N
10/30/2020,10/30/2020,10/30/2020,QQQ,Cash Div: R/D 2020-09-22 P/D 2020-10-30 - 5 shares at 0.38824,CDIV,-1,$3 ,($18),N
10/30/2020,10/30/2020,10/30/2020,,Interest Payment,INT,11,$8 ,($32),N
10/30/2020,10/30/2020,11/3/2020,ARKG,ARK Genomic Revolution ETF,Buy,15,$1 ,$9 ,N
10/26/2020,10/26/2020,10/28/2020,RCL,Royal Caribbean Group,Buy,0,$6 ,$12 ,N
10/26/2020,10/26/2020,10/28/2020,CCL,Carnival,Buy,4,$5 ,$45 ,N
10/26/2020,10/26/2020,10/28/2020,ARKG,ARK Genomic Revolution ETF,Buy,6,$8 ,($48),N
10/7/2020,10/7/2020,10/7/2020,,ACH Deposit,ACH,8,$1 ,($3),N
9/30/2020,9/30/2020,9/30/2020,NOBL,Cash Div: R/D 2020-09-24 P/D 2020-09-30 - 7 shares at 0.415076,CDIV,5,$7 ,($49),N
9/24/2020,9/24/2020,9/24/2020,VXUS,Cash Div: R/D 2020-09-22 P/D 2020-09-24 - 20 shares at 0.3385,CDIV,13,$3 ,$3 ,N
9/24/2020,9/24/2020,9/24/2020,SPYG,Cash Div: R/D 2020-09-22 P/D 2020-09-24 - 170 shares at 0.104899,CDIV,3,$1 ,$2 ,N
9/17/2020,9/17/2020,9/17/2020,HD,Cash Div: R/D 2020-09-03 P/D 2020-09-17 - 6 shares at 1.5,CDIV,2,$7 ,$56 ,N
9/10/2020,9/10/2020,9/10/2020,TGT,Cash Div: R/D 2020-08-19 P/D 2020-09-10 - 11 shares at 0.68,CDIV,14,$3 ,$15 ,N
9/10/2020,9/10/2020,9/10/2020,MSFT,Cash Div: R/D 2020-08-20 P/D 2020-09-10 - 2 shares at 0.51,CDIV,7,$9 ,$36 ,N
9/8/2020,9/8/2020,9/10/2020,TSLA,Tesla,Buy,15,$7 ,$56 ,N
9/8/2020,9/8/2020,9/10/2020,TSLA,Tesla,Buy,11,$9 ,$54 ,N
8/31/2020,8/31/2020,8/31/2020,--,Tesla,SPL,5,$10 ,$30 ,N
8/19/2020,8/19/2020,8/21/2020,AMZN,Amazon,Sell,6,$10 ,$100 ,N
8/5/2020,8/5/2020,8/7/2020,MSFT,Microsoft,Buy,15,$2 ,$18 ,N
8/5/2020,8/5/2020,8/7/2020,MSFT,Microsoft,Buy,12,$5 ,($40),N
8/3/2020,8/3/2020,8/5/2020,TSLA,Tesla,Buy,4,$8 ,$72 ,N
8/3/2020,8/3/2020,8/5/2020,SQ,Block,Sell,1,$7 ,$49 ,N
7/31/2020,7/31/2020,7/31/2020,QQQ,Cash Div: R/D 2020-06-23 P/D 2020-07-31 - 5 shares at 0.42426,CDIV,14,$4 ,($4),N
7/21/2020,7/21/2020,7/23/2020,TSLA,Tesla,Buy,11,$6 ,($42),N
7/13/2020,7/13/2020,7/15/2020,SQ,Block,Buy,12,$1 ,($3),N
7/10/2020,7/10/2020,7/14/2020,SQ,Block,Buy,6,$4 ,($4),N
7/9/2020,7/9/2020,7/13/2020,SQ,Block,Sell,15,$9 ,($72),N
7/8/2020,7/8/2020,7/10/2020,SQ,Block,Buy,12,$2 ,$2 ,N
7/6/2020,7/6/2020,7/8/2020,AMZN,Amazon,Buy,14,$10 ,$20 ,N
7/2/2020,7/2/2020,7/7/2020,TSLA,Tesla,Buy,6,$8 ,$0 ,N
7/2/2020,7/2/2020,7/7/2020,TSLA,Tesla,Buy,0,$6 ,($60),N
7/1/2020,7/1/2020,7/1/2020,NOBL,Cash Div: R/D 2020-06-25 P/D 2020-07-01 - 7 shares at 0.413303,CDIV,8,$9 ,$63 ,N
6/30/2020,6/30/2020,7/2/2020,ARKG,ARK Genomic Revolution ETF,Buy,0,$1 ,($4),N
6/25/2020,6/25/2020,6/25/2020,SPYG,Cash Div: R/D 2020-06-23 P/D 2020-06-25 - 170 shares at 0.124422,CDIV,2,$9 ,($45),N
6/25/2020,6/25/2020,6/25/2020,VXUS,Cash Div: R/D 2020-06-23 P/D 2020-06-25 - 20 shares at 0.2521,CDIV,11,$3 ,$18 ,N
6/18/2020,6/18/2020,6/18/2020,HD,Cash Div: R/D 2020-06-04 P/D 2020-06-18 - 6 shares at 1.5,CDIV,2,$3 ,$27 ,N
6/10/2020,6/10/2020,6/10/2020,TGT,Cash Div: R/D 2020-05-20 P/D 2020-06-10 - 11 shares at 0.66,CDIV,14,$8 ,($56),N
6/1/2020,6/1/2020,6/3/2020,BA,Boeing,Buy,14,$4 ,$8 ,N
5/13/2020,5/13/2020,5/15/2020,GOOG,Alphabet Class C,Buy,9,$1 ,($9),N
5/13/2020,5/13/2020,5/15/2020,GOOG,Alphabet Class C,Buy,6,$8 ,($56),N
5/6/2020,5/6/2020,5/6/2020,BABA,ADR Fee: R/D 2020-03-31 P/D 2020-05-06 - 15.000000 shares at 0.02,AFEE,5,$8 ,($32),N
5/6/2020,5/6/2020,5/5/2020,BABA,REVERT: ADR Fee: R/D 2020-03-31 P/D 2020-05-05 - 15.000000 shares at 0.02,AFEE,15,$3 ,($3),N
5/5/2020,5/5/2020,5/5/2020,BABA,ADR Fee: R/D 2020-03-31 P/D 2020-05-05 - 15.000000 shares at 0.02,AFEE,15,$7 ,$21 ,N
4/30/2020,4/30/2020,4/30/2020,QQQ,Cash Div: R/D 2020-03-24 P/D 2020-04-30 - 5 shares at 0.36269,CDIV,6,$5 ,$0 ,N
4/30/2020,4/30/2020,5/4/2020,TSLA,Tesla,Buy,8,$6 ,($48),N
4/30/2020,4/30/2020,5/4/2020,TSLA,Tesla,Buy,9,$6 ,($30),N
4/30/2020,4/30/2020,5/4/2020,GOOG,Alphabet Class C,Buy,3,$6 ,$30 ,N
4/30/2020,4/30/2020,5/4/2020,GOOG,Alphabet Class C,Buy,3,$7 ,($56),N
4/7/2020,4/7/2020,4/9/2020,BABA,Alibaba,Buy,3,$8 ,($8),N
4/7/2020,4/7/2020,4/9/2020,TGT,Target,Buy,1,$2 ,($12),N
4/7/2020,4/7/2020,4/7/2020,,ACH Deposit,ACH,9,$8 ,($40),N
4/6/2020,4/6/2020,4/6/2020,RCL,Cash Div: R/D 2020-03-06 P/D 2020-04-06 - 7 shares at 0.78,CDIV,12,$5 ,$20 ,N
4/3/2020,4/3/2020,4/7/2020,CCL,Carnival,Buy,5,$10 ,($20),N
4/3/2020,4/3/2020,4/7/2020,RCL,Royal Caribbean Group,Buy,9,$7 ,($35),N
4/3/2020,4/3/2020,4/7/2020,ARKG,ARK Genomic Revolution ETF,Buy,4,$6 ,($48),N
4/2/2020,4/2/2020,4/6/2020,CCL,Carnival,Buy,13,$2 ,$14 ,N
4/2/2020,4/2/2020,4/6/2020,BA,Boeing,Buy,11,$1 ,$2 ,N
4/1/2020,4/1/2020,4/1/2020,NOBL,Cash Div: R/D 2020-03-26 P/D 2020-04-01 - 4 shares at 0.343763,CDIV,11,$6 ,($60),N
4/1/2020,4/1/2020,4/3/2020,TSLA,Tesla,Sell,13,$5 ,$5 ,N
4/1/2020,4/1/2020,4/3/2020,VXUS,Vanguard Total International Stock ETF,Buy,10,$5 ,($45),N
3/26/2020,3/26/2020,3/26/2020,SPYG,Cash Div: R/D 2020-03-24 P/D 2020-03-26 - 161 shares at 0.13588,CDIV,3,$6 ,$24 ,N
3/26/2020,3/26/2020,3/26/2020,HD,Cash Div: R/D 2020-03-12 P/D 2020-03-26 - 1 shares at 1.5,CDIV,1,$7 ,($14),N
3/26/2020,3/26/2020,3/26/2020,VXUS,Cash Div: R/D 2020-03-24 P/D 2020-03-26 - 18 shares at 0.1058,CDIV,15,$6 ,$6 ,N
3/26/2020,3/26/2020,3/30/2020,BABA,Alibaba,Buy,12,$7 ,$49 ,N
3/26/2020,3/26/2020,3/30/2020,ANSS,ANSYS,Buy,15,$7 ,$35 ,N
3/26/2020,3/26/2020,3/30/2020,TGT,Target,Buy,5,$7 ,($63),N
3/26/2020,3/26/2020,3/30/2020,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,2,$6 ,($60),N
3/24/2020,3/24/2020,3/26/2020,CCL,Carnival,Buy,1,$4 ,$0 ,N
3/24/2020,3/24/2020,3/26/2020,BABA,Alibaba,Buy,11,$5 ,$25 ,N
3/24/2020,3/24/2020,3/26/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,3,$6 ,($6),N
3/24/2020,3/24/2020,3/26/2020,ANSS,ANSYS,Buy,3,$8 ,($8),N
3/24/2020,3/24/2020,3/24/2020,,ACH Deposit,ACH,6,$2 ,$10 ,N
3/20/2020,3/20/2020,3/24/2020,BYND,Beyond Meat,Buy,12,$1 ,($10),N
3/20/2020,3/20/2020,3/24/2020,DIS,Disney,Buy,12,$5 ,$30 ,N
3/20/2020,3/20/2020,3/24/2020,ANSS,ANSYS,Buy,6,$3 ,$24 ,N
3/20/2020,3/20/2020,3/24/2020,RCL,Royal Caribbean Group,Buy,9,$3 ,$21 ,N
3/19/2020,3/19/2020,3/23/2020,BABA,Alibaba,Buy,1,$2 ,($10),N
3/19/2020,3/19/2020,3/23/2020,DIS,Disney,Buy,10,$5 ,$25 ,N
3/19/2020,3/19/2020,3/23/2020,BA,Boeing,Buy,1,$6 ,$42 ,N
3/19/2020,3/19/2020,3/23/2020,HD,Home Depot,Buy,15,$7 ,$7 ,N
3/18/2020,3/18/2020,3/20/2020,DIS,Disney,Buy,15,$4 ,$0 ,N
3/18/2020,3/18/2020,3/20/2020,RCL,Royal Caribbean Group,Buy,14,$8 ,($40),N
3/18/2020,3/18/2020,3/20/2020,CCL,Carnival,Buy,7,$6 ,($42),N
3/17/2020,3/17/2020,3/19/2020,HD,Home Depot,Buy,9,$4 ,$4 ,N
3/17/2020,3/17/2020,3/19/2020,BABA,Alibaba,Buy,2,$2 ,($4),N
3/17/2020,3/17/2020,3/19/2020,TGT,Target,Buy,6,$6 ,($6),N
3/17/2020,3/17/2020,3/19/2020,CCL,Carnival,Buy,5,$10 ,$50 ,N
3/17/2020,3/17/2020,3/19/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,4,$7 ,($14),N
3/17/2020,3/17/2020,3/19/2020,TSLA,Tesla,Buy,2,$5 ,$25 ,N
3/17/2020,3/17/2020,3/17/2020,,ACH Deposit,ACH,10,$3 ,($27),N
3/16/2020,3/16/2020,3/18/2020,ANSS,ANSYS,Buy,15,$4 ,$32 ,N
3/13/2020,3/13/2020,3/17/2020,BA,Boeing,Buy,15,$1 ,($3),N
3/13/2020,3/13/2020,3/17/2020,DIS,Disney,Buy,1,$1 ,($4),N
3/13/2020,3/13/2020,3/17/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,-1,$5 ,$30 ,N
